Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,CH1,CH2,BendingX,BendingY,Torque
2025-10-16 15:32:56.517,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628776.517,,0.0055,0.0055,0.1,0.1,0.0055
2025-10-16 15:32:56.673,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628776.673,,-0.0,-0.0055,0.0,0.0,0.0055
2025-10-16 15:32:56.754,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628776.754,,0.0,0.0,-0.1,-0.1,0.0055
2025-10-16 15:32:56.831,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628776.831,,-0.0055,-0.0,0.0,-0.1,0.0055
2025-10-16 15:32:56.911,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628776.911,,0.0,-0.0,-0.0,-0.0,0.0
2025-10-16 15:32:56.991,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628776.991,,0.0055,0.0,-0.0,0.1,0.0055
2025-10-16 15:32:57.071,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628777.071,,-0.0055,-0.0055,0.0,-0.0,0.011
2025-10-16 15:32:57.170,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628777.17,,0.0,0.0,-0.1,-0.0,0.0
2025-10-16 15:32:57.273,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628777.273,,-0.0055,-0.0055,0.1,0.1,0.0055
2025-10-16 15:32:57.369,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760628777.369,,-0.0055,-0.0055,0.1,0.1,0.0055
2025-10-16 15:32:57.473,100%,10%,0.68,0.51,37.7,30.995,-23.032,0.0,Start,1760628777.473,,0.0055,0.0055,-0.1,0.1,0.011
2025-10-16 15:32:57.581,100%,10%,2.04,1.54,37.7,30.995,-23.032,0.0,Start,1760628777.581,,0.0055,-0.0,-0.1,0.1,0.0055
