Time,NC_File,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Tool_Code,Tool_Life,Radius_Comp,Radius_Wear,Length_Comp,Length_Wear,Tool_Group,Tool_Group_Info,Spindle_Number,Status
2025-10-16 14:52:19.509,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:19.637,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:19.717,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:19.803,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:19.885,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:19.977,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.069,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.173,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.269,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.373,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.469,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.569,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.669,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.773,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.873,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:20.973,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.069,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.171,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.269,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.371,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.469,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.572,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.677,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.769,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.877,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:21.973,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.071,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.171,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.269,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.373,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.469,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.573,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.669,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.769,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.869,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:22.969,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.069,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.169,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.269,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.373,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.469,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.571,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.677,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.773,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.869,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:23.973,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.069,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.173,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.269,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.369,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.469,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.573,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.679,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.769,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.873,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:24.971,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.069,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.171,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.269,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.369,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.469,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.572,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.679,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.769,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.869,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:25.969,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.073,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.173,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.267,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.369,0,100%,0%,0.0,0.0,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.469,0,100%,0%,0.009,0.007,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.573,0,100%,10%,0.106,0.08,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.677,0,100%,20%,0.267,0.202,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.777,0,100%,20%,0.471,0.356,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.880,0,100%,20%,0.675,0.51,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:26.973,0,100%,20%,0.88,0.664,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.069,0,100%,30%,1.094,0.827,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.173,0,100%,30%,1.397,1.055,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.277,0,100%,30%,1.704,1.287,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.373,0,100%,30%,2.01,1.518,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.477,0,100%,30%,2.419,1.827,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.573,0,100%,30%,2.724,2.058,3.77,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.669,0,100%,30%,2.822,2.131,3.758,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.781,0,100%,30%,2.822,2.131,3.44,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
2025-10-16 14:52:27.877,0,100%,30%,2.822,2.131,3.056,30.995,-23.032,0.0,2,0,0.0,-0.15,-1.0,-1.0,-1,-1,0,Start
