"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 2","0.495","0.8","2025-10-16 13:28:03.343","100%","110%","-1.49","0.0","6.4","30.995","-23.032","0.0","Start","1760621283.343","","0.0055","0.0","0.1","0.1","0.011"
"Section 2","0.495","0.8","2025-10-16 13:28:03.447","100%","110%","-0.4399999999999999","0.0","6.4","30.995","-23.032","0.0","Start","1760621283.447","","-0.0055","-0.0","0.1","-0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:03.543","100%","110%","0.0","0.12","6.4","30.995","-23.032","0.0","Start","1760621283.543","","-0.0","0.0","-0.1","0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:03.639","100%","110%","0.0","1.13","6.4","30.995","-23.032","0.0","Start","1760621283.639","","0.0055","-0.0055","0.1","0.1","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:03.743","100%","110%","-0.0","2.45","6.4","30.995","-23.032","0.0","Start","1760621283.743","","-0.0","-0.0055","0.1","-0.1","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:03.855","100%","110%","0.0","2.03","6.4","30.995","-23.032","0.0","Start","1760621283.855","","-0.0","-0.0055","0.2","0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:03.951","100%","110%","0.0","0.97","6.4","30.995","-23.032","0.0","Start","1760621283.951","","0.0","0.0055","0.1","-0.1","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:04.047","100%","110%","0.0","-0.09","6.4","30.995","-23.032","0.0","Start","1760621284.047","","-0.0","-0.0055","-0.0","0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:04.143","100%","110%","0.01","-1.14","6.4","30.995","-23.032","0.0","Start","1760621284.143","","-0.0055","-0.0055","-0.1","-0.0","0.011"
"Section 2","0.495","0.8","2025-10-16 13:28:04.239","100%","110%","0.05","-2.2","6.4","30.995","-23.032","0.0","Start","1760621284.239","","-0.0055","0.0","0.0","0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:04.344","100%","110%","0.0","-2.5","6.4","30.995","-23.032","0.0","Start","1760621284.344","","0.0","0.0","0.0","0.1","0.0"
"Section 2","0.495","0.8","2025-10-16 13:28:04.452","100%","110%","0.0","-1.36","6.4","30.995","-23.032","0.0","Start","1760621284.452","","-0.0055","-0.0055","-0.0","0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:04.551","100%","110%","0.0","-0.3","6.4","30.995","-23.032","0.0","Start","1760621284.551","","-0.0055","-0.0055","0.0","-0.1","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:04.649","100%","110%","-0.13","0.74","6.4","30.995","-23.032","0.0","Start","1760621284.649","","0.0055","0.0","0.1","0.1","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:04.743","100%","110%","-0.71","1.61","6.4","30.995","-23.032","0.0","Start","1760621284.743","","-0.0","0.0","-0.0","-0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:04.839","100%","110%","-1.62","2.12","6.4","30.995","-23.032","0.0","Start","1760621284.839","","-0.022","-0.0165","0.7","0.9","0.0275"
"Section 2","0.495","0.8","2025-10-16 13:28:04.944","100%","110%","-2.2","2.2","6.45","30.995","-23.032","0.0","Start","1760621284.944","","-0.0055","-0.011","-0.2","-0.3","0.011"
"Section 2","0.495","0.8","2025-10-16 13:28:05.941","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760621285.941","","0.0055","-0.0","-0.1","-0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:06.039","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760621286.039","","-0.0","0.0055","0.1","0.0","0.0055"
"Section 2","0.495","0.8","2025-10-16 13:28:06.138","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Pause","1760621286.138","","0.0","0.0","-0.1","0.0","0.0"
"Section 2","0.495","0.8","2025-10-16 13:28:06.242","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","End","1760621286.242","","-0.0055","-0.0","0.0","0.0","0.0055"
