Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,Time_pdata,Spindle_Override_pdata,Feed_Override_pdata,Offset_X_pdata,Offset_Y_pdata,Offset_Z_pdata,G54_X_pdata,G54_Y_pdata,G54_Z_pdata,Status_pdata,NC_Line_pdata,CH1,CH2,BendingX,BendingY,Torque,Torque_UCL_3,Torque_UCL_5,BendingX_UCL_3,BendingX_UCL_5,Flute_UCL_3,Flute_UCL_5
2025-10-16 13:12:16.912,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620336.912000,,2025-10-16 13:12:16.912,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-3.025000,-0.000000,-0.000000,3.025000,7.486674,11.046607,1822.622001,3080.714088,21.748856,36.297050
2025-10-16 13:12:17.040,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.040000,,2025-10-16 13:12:17.040,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,3.025000,-1000.000000,1000.000000,3.025000,7.447892,10.963674,1794.266179,3032.110299,21.748856,36.297050
2025-10-16 13:12:17.120,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.120000,,2025-10-16 13:12:17.120,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-3.025000,0.000000,-0.000000,-1000.000000,3.025000,7.409599,10.882665,1801.059581,3062.372029,21.748856,36.297050
2025-10-16 13:12:17.200,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.200000,,2025-10-16 13:12:17.200,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,0.000000,1000.000000,0.000000,3.025000,7.388738,10.891035,1775.433677,3017.879657,21.748856,36.297050
2025-10-16 13:12:17.281,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.281000,,2025-10-16 13:12:17.281,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,0.000000,-0.000000,-1000.000000,0.000000,7.361950,10.887059,1750.888351,2975.290108,21.748856,36.297050
2025-10-16 13:12:17.356,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.356000,,2025-10-16 13:12:17.356,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-3.025000,-1000.000000,0.000000,3.025000,7.333907,10.822715,1834.266809,3094.148386,21.748856,36.297050
2025-10-16 13:12:17.444,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.444000,,2025-10-16 13:12:17.444,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,7.305790,10.759200,1907.719272,3197.550139,21.748856,36.297050
2025-10-16 13:12:17.548,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.548000,,2025-10-16 13:12:17.548,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,0.000000,0.000000,0.000000,7.277686,10.696582,1882.151530,3154.463077,21.748856,36.297050
2025-10-16 13:12:17.648,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.648000,,2025-10-16 13:12:17.648,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-1000.000000,0.000000,7.258908,10.702025,1857.589896,3113.077177,21.748856,36.297050
2025-10-16 13:12:17.744,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.744000,,2025-10-16 13:12:17.744,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,3.025000,-1000.000000,0.000000,3.025000,7.234615,10.646025,1833.969938,3073.283230,21.748856,36.297050
2025-10-16 13:12:17.840,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.840000,,2025-10-16 13:12:17.840,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,0.000000,0.000000,0.000000,0.000000,7.210238,10.590641,1811.232864,3034.981603,21.748856,36.297050
2025-10-16 13:12:17.952,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620337.952000,,2025-10-16 13:12:17.952,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,0.000000,-0.000000,1000.000000,3.025000,7.194073,10.597662,1789.324902,2998.081186,21.748856,36.297050
2025-10-16 13:12:18.040,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.040000,,2025-10-16 13:12:18.040,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-3.025000,3.025000,-0.000000,0.000000,3.025000,7.174067,10.596701,1799.738050,3030.571169,21.748856,36.297050
2025-10-16 13:12:18.144,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.144000,,2025-10-16 13:12:18.144,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,3.025000,-0.000000,-0.000000,6.050000,7.155917,10.551528,1862.314547,3119.009094,21.748856,36.297050
2025-10-16 13:12:18.252,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.252000,,2025-10-16 13:12:18.252,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,3.025000,0.000000,1000.000000,3.025000,7.135657,10.548317,1841.303273,3083.653604,21.748856,36.297050
2025-10-16 13:12:18.343,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.343000,,2025-10-16 13:12:18.343,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,0.000000,-1000.000000,-0.000000,0.000000,7.119992,10.507595,1820.990414,3049.476777,21.748856,36.297050
2025-10-16 13:12:18.440,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.440000,,2025-10-16 13:12:18.440,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,-3.025000,-1000.000000,-1000.000000,6.050000,7.103945,10.466859,1801.338049,3016.414479,21.748856,36.297050
2025-10-16 13:12:18.544,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.544000,,2025-10-16 13:12:18.544,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-3.025000,-0.000000,1000.000000,0.000000,3.025000,7.086147,10.465800,1782.311083,2984.407361,21.748856,36.297050
2025-10-16 13:12:18.640,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.640000,,2025-10-16 13:12:18.640,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-3.025000,0.000000,-0.000000,-1000.000000,3.025000,7.072219,10.428869,1763.876979,2953.400407,21.748856,36.297050
2025-10-16 13:12:18.745,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.745000,,2025-10-16 13:12:18.745,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,0.000000,0.000000,-1000.000000,0.000000,7.057922,10.391870,1746.005524,2923.342540,21.748856,36.297050
2025-10-16 13:12:18.848,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.848000,,2025-10-16 13:12:18.848,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-3.025000,-3.025000,-0.000000,-1000.000000,3.025000,7.042174,10.392512,1728.668619,2894.186261,21.748856,36.297050
2025-10-16 13:12:18.944,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620338.944000,,2025-10-16 13:12:18.944,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,3.025000,0.000000,-0.000000,3.025000,7.029702,10.358799,1739.991702,2925.627195,21.748856,36.297050
2025-10-16 13:12:19.040,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.040000,,2025-10-16 13:12:19.040,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,0.000000,-0.000000,0.000000,0.000000,7.013706,10.357748,1723.605176,2897.832526,21.748856,36.297050
2025-10-16 13:12:19.149,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.149000,,2025-10-16 13:12:19.149,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,-0.000000,-0.000000,-1000.000000,3.025000,7.002855,10.326981,1707.676452,2870.818777,21.748856,36.297050
2025-10-16 13:12:19.248,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.248000,,2025-10-16 13:12:19.248,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,-0.000000,-0.000000,-0.000000,3.025000,6.986712,10.324520,1692.184537,2844.549986,21.748856,36.297050
2025-10-16 13:12:19.344,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.344000,,2025-10-16 13:12:19.344,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,-0.000000,1000.000000,-0.000000,3.025000,6.968731,10.318124,1702.216773,2872.742240,21.748856,36.297050
2025-10-16 13:12:19.456,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.456000,,2025-10-16 13:12:19.456,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-3.025000,-0.000000,0.000000,-0.000000,3.025000,6.961097,10.292764,1687.539530,2847.653603,21.748856,36.297050
2025-10-16 13:12:19.544,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.544000,,2025-10-16 13:12:19.544,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,0.000000,0.000000,1000.000000,0.000000,6.952980,10.267035,1673.239367,2823.215037,21.748856,36.297050
2025-10-16 13:12:19.640,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.640000,,2025-10-16 13:12:19.640,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,-0.000000,1000.000000,-0.000000,0.000000,6.944430,10.241000,1659.300341,2799.398874,21.748856,36.297050
2025-10-16 13:12:19.744,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.744000,,2025-10-16 13:12:19.744,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-3.025000,-0.000000,1000.000000,-0.000000,3.025000,6.935495,10.214714,1668.317337,2824.973339,21.748856,36.297050
2025-10-16 13:12:19.853,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.853000,,2025-10-16 13:12:19.853,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,0.000000,0.000000,0.000000,0.000000,6.922399,10.214926,1655.081842,2802.185584,21.748856,36.297050
2025-10-16 13:12:19.944,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620339.944000,,2025-10-16 13:12:19.944,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-3.025000,-0.000000,-0.000000,3.025000,6.914590,10.190714,1642.160343,2779.944657,21.748856,36.297050
2025-10-16 13:12:20.044,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.044000,,2025-10-16 13:12:20.044,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,0.000000,-1000.000000,0.000000,3.025000,6.906421,10.166257,1629.540555,2758.228967,21.748856,36.297050
2025-10-16 13:12:20.152,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.152000,,2025-10-16 13:12:20.152,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-0.000000,0.000000,0.000000,6.894544,10.167470,1617.210859,2737.018099,21.748856,36.297050
2025-10-16 13:12:20.240,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.240000,,2025-10-16 13:12:20.240,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,0.000000,0.000000,-0.000000,1000.000000,0.000000,6.887381,10.144865,1605.160256,2716.292735,21.748856,36.297050
2025-10-16 13:12:20.351,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.351000,,2025-10-16 13:12:20.351,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,-0.000000,1000.000000,1000.000000,3.025000,6.879880,10.122023,1593.378321,2696.034576,21.748856,36.297050
2025-10-16 13:12:20.448,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.448000,,2025-10-16 13:12:20.448,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-3.025000,1000.000000,0.000000,3.025000,6.872076,10.098982,1642.031178,2766.569377,21.748856,36.297050
2025-10-16 13:12:20.544,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.544000,,2025-10-16 13:12:20.544,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-3.025000,0.000000,-0.000000,3.025000,6.862468,10.102888,1630.133460,2746.300865,21.748856,36.297050
2025-10-16 13:12:20.640,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.640000,,2025-10-16 13:12:20.640,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,0.000000,0.000000,0.000000,6.855554,10.081480,1675.154179,2811.247304,21.748856,36.297050
2025-10-16 13:12:20.744,100%,0%,0.000000,0.000000,3.770000,30.995000,-23.032000,0.000000,Start,1760620340.744000,,2025-10-16 13:12:20.744,100%,0%,0.000000,0.000000,37.700000,30.995000,-23.032000,0.000000,Start,,3.025000,3.025000,-0.000000,0.000000,3.025000,6.845674,10.084218,1663.206276,2791.058079,21.748856,36.297050
