"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 1","0.196","0.8","2025-10-16 14:04:01.455","100%","110%","30.590000000000003","-2.44","5.96","30.995","-23.032","0.0","Start","1760623441.455","","0.0","0.0","-0.1","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:04:10.151","100%","110%","30.0","-1.7399999999999998","5.93","30.995","-23.032","0.0","Start","1760623450.151","","0.0055","0.0055","0.1","0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:04:18.841","100%","110%","29.58","-1.55","5.9","30.995","-23.032","0.0","Start","1760623458.841","","0.0","0.0","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:04:27.652","100%","110%","30.13","-1.82","5.869999999999999","30.995","-23.032","0.0","Start","1760623467.652","","0.0","0.0","0.0","-0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:04:36.344","100%","110%","29.71","-1.59","5.84","30.995","-23.032","0.0","Start","1760623476.344","","0.0","-0.0055","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:04:36.440","100%","110%","30.55","-2.35","5.84","30.995","-23.032","0.0","Start","1760623476.44","","0.0","0.0","-0.1","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:04:45.144","100%","110%","30.26","-1.94","5.81","30.995","-23.032","0.0","Start","1760623485.144","","0.0","0.0","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:04:53.840","100%","110%","29.87","-1.66","5.779999999999999","30.995","-23.032","0.0","Start","1760623493.84","","0.0","0.0","0.1","0.0","0.0"
"Section 1","0.196","0.8","2025-10-16 14:05:02.640","100%","110%","30.36","-2.06","5.75","30.995","-23.032","0.0","Start","1760623502.64","","0.0055","0.0","0.0","0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:05:11.348","100%","110%","29.97","-1.7199999999999998","5.72","30.995","-23.032","0.0","Start","1760623511.348","","0.0","0.0","0.0","-0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:05:20.053","100%","110%","29.51","-1.53","5.69","30.995","-23.032","0.0","Start","1760623520.053","","0.0","0.0","0.0","0.1","0.0"
"Section 1","0.196","0.8","2025-10-16 14:05:20.145","100%","110%","30.43","-2.15","5.69","30.995","-23.032","0.0","Start","1760623520.145","","0.0","0.0","0.0","-0.1","0.0"
"Section 1","0.196","0.8","2025-10-16 14:05:28.849","100%","110%","30.06","-1.7799999999999998","5.659999999999999","30.995","-23.032","0.0","Start","1760623528.849","","0.0","0.0","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:05:37.550","100%","110%","29.62","-1.56","5.629999999999999","30.995","-23.032","0.0","Start","1760623537.55","","-0.0055","0.0","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:05:37.645","100%","110%","30.5","-2.26","5.629999999999999","30.995","-23.032","0.0","Start","1760623537.645","","0.0","0.0","0.0","0.1","0.0"
"Section 1","0.196","0.8","2025-10-16 14:05:46.345","100%","110%","29.84","-1.65","5.6000000000000005","30.995","-23.032","0.0","Start","1760623546.345","","0.0055","0.0055","0.1","-0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:05:46.441","100%","110%","30.61","-2.48","5.6000000000000005","30.995","-23.032","0.0","Start","1760623546.441","","0.0","0.0","-0.1","0.1","0.0"
"Section 1","0.196","0.8","2025-10-16 14:06:39.539","100%","110%","30.75","-2.31","5.6000000000000005","30.995","-23.032","0.0","Start","1760623599.539","","0.0","0.0","0.0","0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:39.643","100%","110%","29.62","-1.36","5.6000000000000005","30.995","-23.032","0.0","Start","1760623599.643","","-0.0055","-0.0055","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:48.139","100%","110%","31.85","-1.83","5.6000000000000005","30.995","-23.032","0.0","Start","1760623608.139","","0.0","0.0","0.1","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:48.251","100%","110%","30.34","-0.34","5.6000000000000005","30.995","-23.032","0.0","Start","1760623608.251","","0.0","0.0","0.0","0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:52.443","100%","110%","33.13","-1.83","5.6000000000000005","30.995","-23.032","0.0","Start","1760623612.443","","-0.0055","0.0","0.1","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:52.547","100%","110%","32.3","-0.32","5.6000000000000005","30.995","-23.032","0.0","Start","1760623612.547","","0.0055","0.0055","-0.1","-0.1","0.011"
"Section 1","0.196","0.8","2025-10-16 14:06:52.645","100%","110%","30.9","0.73","5.6000000000000005","30.995","-23.032","0.0","Start","1760623612.645","","-0.0055","-0.0055","0.1","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:52.739","100%","110%","30.4","1.14","5.6000000000000005","30.995","-23.032","0.0","Start","1760623612.739","","0.0055","0.0","0.0","0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:55.247","100%","110%","34.5","1.59","5.6000000000000005","30.995","-23.032","0.0","Start","1760623615.247","","0.0","0.0","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:55.339","100%","110%","34.5","0.42","5.6000000000000005","30.995","-23.032","0.0","Start","1760623615.339","","0.0","0.0055","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:55.443","100%","110%","34.5","-1.93","5.6000000000000005","30.995","-23.032","0.0","Start","1760623615.443","","0.0","-0.0055","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:56.051","100%","110%","34.34","-1.7000000000000002","5.6000000000000005","30.995","-23.032","0.0","Start","1760623616.051","","0.0","0.0","-0.1","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:56.149","100%","110%","33.63","-0.09","5.6000000000000005","30.995","-23.032","0.0","Start","1760623616.149","","0.0","0.0055","0.0","0.0","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:56.251","100%","110%","32.440000000000005","1.19","5.6000000000000005","30.995","-23.032","0.0","Start","1760623616.251","","0.0055","0.0","0.0","0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:56.343","100%","110%","31.6","1.7599999999999998","5.6000000000000005","30.995","-23.032","0.0","Start","1760623616.343","","0.0","-0.0055","0.1","0.1","0.0055"
"Section 1","0.196","0.8","2025-10-16 14:06:58.539","100%","110%","33.3","2.05","5.6000000000000005","30.995","-23.032","0.0","Start","1760623618.539","","0.0055","0.0055","0.0","0.0","0.011"
"Section 3","0.331","0.8","2025-10-16 14:07:16.847","100%","110%","-29.81","1.75","5.6000000000000005","30.995","-23.032","0.0","Start","1760623636.847","","0.0","0.0055","0.0","-0.1","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:21.243","100%","110%","-32.480000000000004","2.02","5.6000000000000005","30.995","-23.032","0.0","Start","1760623641.243","","0.0055","0.0055","0.0","0.0","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:21.339","100%","110%","-31.12","0.93","5.6000000000000005","30.995","-23.032","0.0","Start","1760623641.339","","0.0","0.0055","-0.1","0.0","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:21.443","100%","110%","-30.4","0.56","5.6000000000000005","30.995","-23.032","0.0","Start","1760623641.443","","0.0","0.0055","0.0","0.1","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:21.540","100%","110%","-30.4","-1.03","5.6000000000000005","30.995","-23.032","0.0","Start","1760623641.54","","0.0","0.0","0.0","-0.1","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:24.046","100%","110%","-34.5","-1.31","5.6000000000000005","30.995","-23.032","0.0","Start","1760623644.046","","0.0","-0.0055","0.1","0.0","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:24.140","100%","110%","-34.5","0.4499999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760623644.14","","-0.011","0.0","0.0","-0.1","0.011"
"Section 3","0.331","0.8","2025-10-16 14:07:25.340","100%","110%","-33.96","2.08","5.6000000000000005","30.995","-23.032","0.0","Start","1760623645.34","","-0.0055","0.0","0.0","0.0","0.011"
"Section 3","0.331","0.8","2025-10-16 14:07:25.452","100%","110%","-32.879999999999995","0.7000000000000001","5.6000000000000005","30.995","-23.032","0.0","Start","1760623645.452","","0.0055","0.0055","-0.1","0.0","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:25.541","100%","110%","-31.65","-0.15","5.6000000000000005","30.995","-23.032","0.0","Start","1760623645.541","","-0.0055","-0.0055","0.0","0.0","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:25.647","100%","110%","-31.6","-1.09","5.6000000000000005","30.995","-23.032","0.0","Start","1760623645.647","","0.0","-0.0055","0.0","0.1","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:28.044","100%","110%","-33.3","-2.46","5.6000000000000005","30.995","-23.032","0.0","Start","1760623648.044","","0.0","0.0","0.0","0.0","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:28.142","100%","110%","-33.3","-0.75","5.6000000000000005","30.995","-23.032","0.0","Start","1760623648.142","","0.0","0.0","0.0","0.1","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:28.244","100%","110%","-32.81","-0.8699999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760623648.244","","0.0","0.0","0.0","0.0","0.0055"
"Section 3","0.331","0.8","2025-10-16 14:07:28.340","100%","110%","-32.8","-2.05","5.6000000000000005","30.995","-23.032","0.0","Start","1760623648.34","","0.0","0.0","0.0","-0.1","0.0055"
