"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 2","0.282","0.8","2025-10-16 14:29:15.182","100%","110%","-0.01","0.0","6.4","30.995","-23.032","0.0","Start","1760624955.182","","0.0","0.0055","0.0","-0.0","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:15.282","100%","110%","0.0","0.74","6.4","30.995","-23.032","0.0","Start","1760624955.282","","0.0055","-0.0","-0.0","0.0","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:15.378","100%","110%","0.0","1.79","6.4","30.995","-23.032","0.0","Start","1760624955.378","","0.0","0.0","-0.1","0.1","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:15.482","100%","110%","0.0","2.5","6.4","30.995","-23.032","0.0","Start","1760624955.482","","0.0055","0.0055","0.1","-0.0","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:15.590","100%","110%","0.0","1.37","6.4","30.995","-23.032","0.0","Start","1760624955.59","","0.0","-0.0","0.1","-0.0","0.0"
"Section 2","0.282","0.8","2025-10-16 14:29:15.674","100%","110%","0.0","0.66","6.4","30.995","-23.032","0.0","Start","1760624955.674","","0.0","-0.0055","0.1","0.1","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:15.780","100%","110%","0.0","-0.39","6.4","30.995","-23.032","0.0","Start","1760624955.78","","-0.0","-0.0055","-0.1","-0.0","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:15.878","100%","110%","0.03","-1.7999999999999998","6.4","30.995","-23.032","0.0","Start","1760624955.878","","-0.0","-0.0","-0.1","-0.0","0.0"
"Section 2","0.282","0.8","2025-10-16 14:29:15.982","100%","110%","0.06","-2.5","6.4","30.995","-23.032","0.0","Start","1760624955.982","","-0.0055","-0.0055","0.1","0.0","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:16.082","100%","110%","0.0","-2.1","6.4","30.995","-23.032","0.0","Start","1760624956.082","","-0.0","0.0","0.1","0.0","0.0"
"Section 2","0.282","0.8","2025-10-16 14:29:16.186","100%","110%","0.0","-1.05","6.4","30.995","-23.032","0.0","Start","1760624956.186","","-0.0055","0.0","0.0","-0.1","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:16.274","100%","110%","-0.0","0.01","6.4","30.995","-23.032","0.0","Start","1760624956.274","","0.0","0.0055","0.1","0.1","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:16.381","100%","110%","-0.26","1.02","6.4","30.995","-23.032","0.0","Start","1760624956.381","","-0.0055","-0.0055","-0.0","0.0","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:16.486","100%","110%","-0.95","1.7999999999999998","6.4","30.995","-23.032","0.0","Start","1760624956.486","","0.0","0.0","0.1","-0.0","0.0"
"Section 2","0.282","0.8","2025-10-16 14:29:16.583","100%","110%","-2.15","2.2","6.4","30.995","-23.032","0.0","Start","1760624956.583","","0.0","-0.0","-0.1","-0.1","0.0"
"Section 2","0.282","0.8","2025-10-16 14:29:16.674","100%","110%","-2.2","2.2","6.640000000000001","30.995","-23.032","0.0","Start","1760624956.674","","-0.0165","-0.0165","-0.2","-0.3","0.022"
"Section 2","0.282","0.8","2025-10-16 14:29:17.678","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760624957.678","","-0.0","0.0","0.0","0.1","0.0"
"Section 2","0.282","0.8","2025-10-16 14:29:17.770","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760624957.77","","0.0","-0.0","0.1","-0.0","0.0"
"Section 2","0.282","0.8","2025-10-16 14:29:17.872","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Pause","1760624957.872","","0.0055","-0.0","-0.1","0.1","0.0055"
"Section 2","0.282","0.8","2025-10-16 14:29:17.972","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","End","1760624957.972","","-0.0","0.0","0.1","0.1","0.0"
