Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,Time_pdata,Spindle_Override_pdata,Feed_Override_pdata,Offset_X_pdata,Offset_Y_pdata,Offset_Z_pdata,G54_X_pdata,G54_Y_pdata,G54_Z_pdata,Status_pdata,NC_Line_pdata,CH1,CH2,BendingX,BendingY,Torque,Torque_UCL_3,Torque_UCL_5,BendingX_UCL_3,BendingX_UCL_5,Flute_UCL_3,Flute_UCL_5
2025-10-16 14:30:21.340,100%,0%,-0.220000,0.220000,0.003000,30.995000,-23.032000,0.000000,Start,1760625021.340000,,2025-10-16 14:30:21.340,100%,0%,-2.200000,2.200000,0.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,0.000000,0.000000,-1000.000000,-1000.000000,8.942577,14.886585
2025-10-16 14:30:21.442,100%,0%,-0.220000,0.220000,0.003000,30.995000,-23.032000,0.000000,Start,1760625021.442000,,2025-10-16 14:30:21.442,100%,0%,-2.200000,2.200000,0.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,0.000000,0.000000,-1000.000000,-1000.000000,8.942577,14.886585
2025-10-16 14:30:21.542,100%,0%,-0.220000,0.220000,0.843000,30.995000,-23.032000,0.000000,Start,1760625021.542000,,2025-10-16 14:30:21.542,100%,0%,-2.200000,2.200000,8.430000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,0.000000,0.000000,-1000.000000,-1000.000000,8.942577,14.886585
2025-10-16 14:30:21.642,100%,0%,-0.220000,0.220000,1.898000,30.995000,-23.032000,0.000000,Start,1760625021.642000,,2025-10-16 14:30:21.642,100%,0%,-2.200000,2.200000,18.980000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,0.000000,0.000000,-1000.000000,-1000.000000,8.942577,14.886585
2025-10-16 14:30:21.744,100%,10%,-0.220000,0.220000,2.363000,30.995000,-23.032000,0.000000,Start,1760625021.744000,,2025-10-16 14:30:21.744,100%,10%,-2.200000,2.200000,23.630000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,1.620384,2.643020,-464.336019,-126.274317,8.942577,14.886585
2025-10-16 14:30:21.842,100%,10%,-0.220000,0.220000,6.203000,30.995000,-23.032000,0.000000,Start,1760625021.842000,,2025-10-16 14:30:21.842,100%,10%,-2.200000,2.200000,62.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,2.276275,3.681755,-247.512392,217.108976,8.942577,14.886585
2025-10-16 14:30:21.942,100%,10%,-0.220000,0.220000,10.763000,30.995000,-23.032000,0.000000,Start,1760625021.942000,,2025-10-16 14:30:21.942,100%,10%,-2.200000,2.200000,107.630000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,2.756547,4.430732,-258.215641,200.271230,8.942577,14.886585
2025-10-16 14:30:22.043,100%,10%,-0.220000,0.220000,11.503000,30.995000,-23.032000,0.000000,Start,1760625022.043000,,2025-10-16 14:30:22.043,100%,10%,-2.200000,2.200000,115.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,3.140853,5.022474,-101.223693,445.328932,8.942577,14.886585
2025-10-16 14:30:22.146,100%,10%,-0.220000,0.220000,11.503000,30.995000,-23.032000,0.000000,Start,1760625022.146000,,2025-10-16 14:30:22.146,100%,10%,-2.200000,2.200000,115.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,3.461418,5.510483,355.426736,1173.574474,8.942577,14.886585
2025-10-16 14:30:22.242,100%,10%,-0.220000,0.220000,11.503000,30.995000,-23.032000,0.000000,Start,1760625022.242000,,2025-10-16 14:30:22.242,100%,10%,-2.200000,2.200000,115.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,3.417633,5.443972,430.024038,1283.373397,8.942577,14.886585
2025-10-16 14:30:22.342,100%,10%,-0.220000,0.220000,11.503000,30.995000,-23.032000,0.000000,Start,1760625022.342000,,2025-10-16 14:30:22.342,100%,10%,-2.200000,2.200000,115.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,3.690072,5.854998,727.695110,1749.410550,8.942577,14.886585
2025-10-16 14:30:22.450,100%,10%,-0.220000,0.220000,9.803000,30.995000,-23.032000,0.000000,Start,1760625022.450000,,2025-10-16 14:30:22.450,100%,10%,-2.200000,2.200000,98.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,3.927216,6.209248,773.232022,1812.529560,8.942577,14.886585
2025-10-16 14:30:22.546,100%,10%,-0.220000,0.220000,5.963000,30.995000,-23.032000,0.000000,Start,1760625022.546000,,2025-10-16 14:30:22.546,100%,10%,-2.200000,2.200000,59.630000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,4.136068,6.518254,814.222178,1868.664870,8.942577,14.886585
2025-10-16 14:30:22.650,100%,10%,-0.220000,0.220000,2.433000,30.995000,-23.032000,0.000000,Start,1760625022.650000,,2025-10-16 14:30:22.650,100%,10%,-2.200000,2.200000,24.330000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,4.321645,6.790241,1028.418712,2198.879672,8.942577,14.886585
2025-10-16 14:30:22.810,100%,10%,-0.220000,0.220000,1.683000,30.995000,-23.032000,0.000000,Start,1760625022.810000,,2025-10-16 14:30:22.810,100%,10%,-2.200000,2.200000,16.830000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,4.487692,7.031339,1054.726316,2231.951267,8.942577,14.886585
2025-10-16 14:30:22.974,100%,10%,-0.220000,0.220000,0.003000,30.995000,-23.032000,0.000000,Start,1760625022.974000,,2025-10-16 14:30:22.974,100%,10%,-2.200000,2.200000,0.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,4.442145,6.965170,1078.559225,2261.366824,8.942577,14.886585
2025-10-16 14:30:23.046,100%,0%,-0.220000,0.220000,0.003000,30.995000,-23.032000,0.000000,Start,1760625023.046000,,2025-10-16 14:30:23.046,100%,0%,-2.200000,2.200000,0.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,4.591864,7.181121,1100.177545,2287.529951,8.942577,14.886585
2025-10-16 14:30:23.143,100%,0%,0.000000,0.000000,0.003000,30.995000,-23.032000,0.000000,Start,1760625023.143000,,2025-10-16 14:30:23.143,100%,0%,0.000000,0.000000,0.030000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,4.727424,7.374874,1119.807336,2310.790004,8.942577,14.886585
2025-10-16 14:30:23.248,100%,0%,0.000000,0.000000,15.382000,30.995000,-23.032000,0.000000,Start,1760625023.248000,,2025-10-16 14:30:23.248,100%,0%,0.000000,0.000000,153.820000,30.995000,-23.032000,0.000000,Start,,-0.000000,-0.000000,-1000.000000,-0.000000,0.000000,4.850648,7.549379,1137.646081,2331.450951,8.942577,14.886585
