Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,CH1,CH2,BendingX,BendingY,Torque
2025-10-16 16:13:11.763,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631191.763,,-0.0055,-0.0,0.0,-0.0,0.0055
2025-10-16 16:13:11.855,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631191.855,,-0.0,0.0,0.0,-0.0,0.0
2025-10-16 16:13:11.935,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631191.935,,0.0,0.0055,0.0,0.0,0.0055
2025-10-16 16:13:12.037,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.037,,-0.0,-0.0055,-0.0,-0.0,0.0055
2025-10-16 16:13:12.139,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.139,,0.0055,0.0,-0.0,0.0,0.0055
2025-10-16 16:13:12.235,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.235,,0.0,-0.0,0.0,0.1,0.0055
2025-10-16 16:13:12.335,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.335,,0.0,0.0,0.0,0.0,0.0
2025-10-16 16:13:12.439,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.439,,0.0055,0.0055,0.0,-0.0,0.0055
2025-10-16 16:13:12.535,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.535,,0.0055,-0.0,-0.0,0.1,0.0055
2025-10-16 16:13:12.639,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.639,,-0.0,-0.0,-0.0,-0.0,0.0
2025-10-16 16:13:12.738,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.738,,0.0,0.0,-0.0,0.0,0.0
2025-10-16 16:13:12.837,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.837,,0.0055,0.0,0.0,0.1,0.0055
2025-10-16 16:13:12.941,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760631192.941,,0.0,0.0,0.1,-0.1,0.0
