"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 2","0.42","0.8","2025-10-16 16:28:59.638","100%","110%","0.02","-1.58","6.4","30.995","-23.032","0.0","Start","1760632139.638","","-0.0","0.0","-0.1","0.1","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:28:59.744","100%","110%","0.07","-2.47","6.4","30.995","-23.032","0.0","Start","1760632139.744","","-0.0","-0.0055","-0.0","0.1","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:28:59.848","100%","110%","0.0","-1.97","6.4","30.995","-23.032","0.0","Start","1760632139.848","","-0.0","-0.0","-0.0","-0.0","0.0"
"Section 2","0.42","0.8","2025-10-16 16:28:59.943","100%","110%","0.0","-0.92","6.4","30.995","-23.032","0.0","Start","1760632139.943","","-0.0055","-0.0055","-0.0","-0.0","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:00.046","100%","110%","-0.01","0.14","6.4","30.995","-23.032","0.0","Start","1760632140.046","","0.011","0.0055","0.0","0.1","0.011"
"Section 2","0.42","0.8","2025-10-16 16:29:00.143","100%","110%","-0.32","1.14","6.4","30.995","-23.032","0.0","Start","1760632140.143","","-0.0055","-0.0","0.1","0.1","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:00.239","100%","110%","-1.06","1.88","6.4","30.995","-23.032","0.0","Start","1760632140.239","","-0.0055","0.0","-0.0","-0.0","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:00.345","100%","110%","-2.03","2.19","6.4","30.995","-23.032","0.0","Start","1760632140.345","","-0.0055","-0.0","-0.0","-0.1","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:00.441","100%","110%","-2.2","2.2","6.760000000000001","30.995","-23.032","0.0","Start","1760632140.441","","-0.0","-0.0055","-0.1","-0.1","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:01.443","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760632141.443","","-0.0","0.0","-0.0","-0.0","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:01.541","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760632141.541","","0.0","-0.0","-0.0","-0.0","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:01.637","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Pause","1760632141.637","","-0.0055","-0.0","0.0","0.0","0.0055"
"Section 2","0.42","0.8","2025-10-16 16:29:01.737","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","End","1760632141.737","","0.0055","0.0055","-0.0","0.0","0.0055"
