"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 1","0.471","0.8","2025-10-16 16:47:24.287","100%","110%","30.0","-1.73","6.14","30.995","-23.032","0.0","Start","1760633244.287","","-0.0055","-0.0","0.1","0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:47:32.973","100%","110%","29.55","-1.54","6.109999999999999","30.995","-23.032","0.0","Start","1760633252.973","","0.0","0.0165","-0.3","-0.1","0.0165"
"Section 1","0.471","0.8","2025-10-16 16:47:33.081","100%","110%","30.46","-2.19","6.109999999999999","30.995","-23.032","0.0","Start","1760633253.081","","-0.0055","-0.0055","-0.0","0.1","0.011"
"Section 1","0.471","0.8","2025-10-16 16:47:41.780","100%","110%","30.1","-1.7999999999999998","6.08","30.995","-23.032","0.0","Start","1760633261.78","","-0.0055","0.0","0.0","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:47:50.477","100%","110%","29.67","-1.57","6.05","30.995","-23.032","0.0","Start","1760633270.477","","-0.0055","-0.0055","-0.1","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:47:50.569","100%","110%","30.3","-1.98","6.05","30.995","-23.032","0.0","Start","1760633270.569","","0.0","0.0","0.1","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:47:59.277","100%","110%","30.2","-1.89","6.02","30.995","-23.032","0.0","Start","1760633279.277","","0.0","0.0055","0.2","0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:07.982","100%","110%","29.78","-1.62","5.99","30.995","-23.032","0.0","Start","1760633287.982","","-0.0055","-0.0055","-0.1","0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:08.082","100%","110%","30.58","-2.42","5.99","30.995","-23.032","0.0","Start","1760633288.082","","-0.0","0.0","-0.1","-0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:16.774","100%","110%","30.03","-1.75","5.96","30.995","-23.032","0.0","Start","1760633296.774","","0.0","-0.0055","0.1","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:25.470","100%","110%","29.6","-1.56","5.93","30.995","-23.032","0.0","Start","1760633305.47","","-0.0","0.0","-0.0","0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:25.574","100%","110%","30.49","-2.24","5.93","30.995","-23.032","0.0","Start","1760633305.574","","0.0","-0.0","-0.1","0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:34.282","100%","110%","30.43","-2.15","5.9","30.995","-23.032","0.0","Start","1760633314.282","","-0.0055","-0.0055","-0.1","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:42.984","100%","110%","29.72","-1.6","5.869999999999999","30.995","-23.032","0.0","Start","1760633322.984","","0.0","-0.0","-0.1","-0.0","0.0"
"Section 1","0.471","0.8","2025-10-16 16:48:43.079","100%","110%","30.55","-2.36","5.869999999999999","30.995","-23.032","0.0","Start","1760633323.079","","-0.0","-0.0055","-0.0","0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:48:51.783","100%","110%","30.26","-1.94","5.84","30.995","-23.032","0.0","Start","1760633331.783","","0.0","0.0055","0.0","-0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:00.479","100%","110%","29.83","-1.64","5.81","30.995","-23.032","0.0","Start","1760633340.479","","0.0055","-0.0055","-0.1","0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:00.575","100%","110%","30.6","-2.47","5.81","30.995","-23.032","0.0","Start","1760633340.575","","-0.0055","-0.0","-0.1","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:09.285","100%","110%","30.34","-2.03","5.779999999999999","30.995","-23.032","0.0","Start","1760633349.285","","-0.0","-0.0055","0.0","0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:17.976","100%","110%","29.94","-1.7000000000000002","5.75","30.995","-23.032","0.0","Start","1760633357.976","","0.0","-0.0","-0.0","0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:26.672","100%","110%","29.540000000000003","-1.54","5.72","30.995","-23.032","0.0","Start","1760633366.672","","-0.0055","0.0","0.1","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:26.784","100%","110%","30.45","-2.18","5.72","30.995","-23.032","0.0","Start","1760633366.784","","-0.0055","-0.0055","-0.1","0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:35.475","100%","110%","30.09","-1.79","5.69","30.995","-23.032","0.0","Start","1760633375.475","","-0.0055","-0.0055","0.0","-0.1","0.011"
"Section 1","0.471","0.8","2025-10-16 16:49:44.178","100%","110%","29.67","-1.58","5.659999999999999","30.995","-23.032","0.0","Start","1760633384.178","","0.0055","-0.0","0.0","0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:49:44.272","100%","110%","30.53","-2.31","5.659999999999999","30.995","-23.032","0.0","Start","1760633384.272","","-0.0055","-0.011","-0.1","0.1","0.011"
"Section 1","0.471","0.8","2025-10-16 16:49:52.976","100%","110%","30.2","-1.89","5.629999999999999","30.995","-23.032","0.0","Start","1760633392.976","","-0.0","-0.0","0.0","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:50:01.776","100%","110%","30.58","-2.41","5.6000000000000005","30.995","-23.032","0.0","Start","1760633401.776","","0.011","-0.0055","-0.3","0.4","0.0165"
"Section 1","0.471","0.8","2025-10-16 16:50:54.970","100%","110%","30.6","-2.04","5.6000000000000005","30.995","-23.032","0.0","Start","1760633454.97","","-0.0","-0.0","0.1","0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:51:03.574","100%","110%","31.41","-1.13","5.6000000000000005","30.995","-23.032","0.0","Start","1760633463.574","","0.011","-0.022","-0.2","0.8","0.022"
"Section 1","0.471","0.8","2025-10-16 16:51:03.674","100%","110%","30.08","-0.24","5.6000000000000005","30.995","-23.032","0.0","Start","1760633463.674","","-0.011","0.0055","-0.1","-0.2","0.011"
"Section 1","0.471","0.8","2025-10-16 16:51:07.883","100%","110%","33.02","-1.52","5.6000000000000005","30.995","-23.032","0.0","Start","1760633467.883","","0.0","0.011","0.1","-0.1","0.011"
"Section 1","0.471","0.8","2025-10-16 16:51:07.987","100%","110%","31.61","0.31","5.6000000000000005","30.995","-23.032","0.0","Start","1760633467.987","","0.0055","0.011","-0.0","-0.1","0.011"
"Section 1","0.471","0.8","2025-10-16 16:51:08.079","100%","110%","30.41","0.92","5.6000000000000005","30.995","-23.032","0.0","Start","1760633468.079","","-0.0055","-0.0055","0.1","-0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:51:08.175","100%","110%","30.4","2.01","5.6000000000000005","30.995","-23.032","0.0","Start","1760633468.175","","-0.0055","-0.0055","-0.1","0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:51:10.675","100%","110%","34.5","1.28","5.6000000000000005","30.995","-23.032","0.0","Start","1760633470.675","","-0.0165","0.011","0.7","-0.4","0.0165"
"Section 1","0.471","0.8","2025-10-16 16:51:10.771","100%","110%","34.5","-0.48","5.6000000000000005","30.995","-23.032","0.0","Start","1760633470.771","","0.0","-0.011","0.0","0.3","0.011"
"Section 1","0.471","0.8","2025-10-16 16:51:10.875","100%","110%","34.5","-2.24","5.6000000000000005","30.995","-23.032","0.0","Start","1760633470.875","","-0.0275","0.0","0.9","-0.4","0.0275"
"Section 1","0.471","0.8","2025-10-16 16:51:11.479","100%","110%","34.25","-1.4","5.6000000000000005","30.995","-23.032","0.0","Start","1760633471.479","","0.0055","0.0055","0.2","-0.0","0.011"
"Section 1","0.471","0.8","2025-10-16 16:51:11.579","100%","110%","33.45","0.16","5.6000000000000005","30.995","-23.032","0.0","Start","1760633471.579","","-0.0","-0.0","0.0","-0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:51:11.683","100%","110%","32.19","1.37","5.6000000000000005","30.995","-23.032","0.0","Start","1760633471.683","","0.0","-0.0","0.0","-0.1","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:51:11.773","100%","110%","31.6","1.86","5.6000000000000005","30.995","-23.032","0.0","Start","1760633471.773","","-0.0","0.0055","0.0","-0.0","0.0055"
"Section 1","0.471","0.8","2025-10-16 16:51:13.876","100%","110%","33.3","2.48","5.6000000000000005","30.995","-23.032","0.0","Start","1760633473.876","","0.0055","0.0055","-0.1","-0.0","0.011"
"Section 1","0.471","0.8","2025-10-16 16:51:13.973","100%","110%","33.1","2.2","5.6000000000000005","30.995","-23.032","0.0","Start","1760633473.973","","0.0055","-0.0","-0.0","0.0","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:32.171","100%","110%","-31.22","2.43","5.6000000000000005","30.995","-23.032","0.0","Start","1760633492.171","","0.0055","0.0055","-0.0","-0.0","0.011"
"Section 3","0.338","0.8","2025-10-16 16:51:36.675","100%","110%","-32.39","1.91","5.6000000000000005","30.995","-23.032","0.0","Start","1760633496.675","","-0.0","0.0","-0.1","0.0","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:36.771","100%","110%","-30.99","0.8699999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760633496.771","","-0.0055","0.0","0.1","-0.0","0.011"
"Section 3","0.338","0.8","2025-10-16 16:51:36.883","100%","110%","-30.4","0.0","5.6000000000000005","30.995","-23.032","0.0","Start","1760633496.883","","0.0055","0.0","-0.1","0.0","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:36.983","100%","110%","-30.4","-1.7599999999999998","5.6000000000000005","30.995","-23.032","0.0","Start","1760633496.983","","-0.0","-0.0055","-0.1","0.1","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:39.379","100%","110%","-34.5","-2.41","5.6000000000000005","30.995","-23.032","0.0","Start","1760633499.379","","0.0","-0.0","-0.1","0.0","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:39.475","100%","110%","-34.5","-0.65","5.6000000000000005","30.995","-23.032","0.0","Start","1760633499.475","","0.011","0.0","-0.0","0.0","0.011"
"Section 3","0.338","0.8","2025-10-16 16:51:39.571","100%","110%","-34.5","1.11","5.6000000000000005","30.995","-23.032","0.0","Start","1760633499.571","","0.0","0.0","-0.1","-0.1","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:40.773","100%","110%","-33.96","2.08","5.6000000000000005","30.995","-23.032","0.0","Start","1760633500.773","","0.0","-0.0","-0.0","0.1","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:40.875","100%","110%","-32.879999999999995","0.7000000000000001","5.6000000000000005","30.995","-23.032","0.0","Start","1760633500.875","","0.0","0.0055","0.1","-0.1","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:40.971","100%","110%","-31.65","-0.15","5.6000000000000005","30.995","-23.032","0.0","Start","1760633500.971","","0.0","0.0","0.1","-0.0","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:41.075","100%","110%","-31.6","-1.6700000000000002","5.6000000000000005","30.995","-23.032","0.0","Start","1760633501.075","","-0.0","0.0055","0.0","-0.0","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:43.475","100%","110%","-33.3","-1.88","5.6000000000000005","30.995","-23.032","0.0","Start","1760633503.475","","-0.0","-0.0","-0.1","-0.1","0.0055"
"Section 3","0.338","0.8","2025-10-16 16:51:43.575","100%","110%","-33.3","-0.54","5.6000000000000005","30.995","-23.032","0.0","Start","1760633503.575","","0.0055","0.0055","-0.1","-0.0","0.011"
"Section 3","0.338","0.8","2025-10-16 16:51:43.675","100%","110%","-32.81","-0.8699999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760633503.675","","-0.0055","-0.0055","-0.0","-0.1","0.011"
"Section 3","0.338","0.8","2025-10-16 16:51:43.771","100%","110%","-32.8","-2.05","5.6000000000000005","30.995","-23.032","0.0","Start","1760633503.771","","0.0","-0.0","0.0","-0.0","0.011"
