Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,CH1,CH2,BendingX,BendingY,Torque
2025-10-16 16:34:18.546,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632458.546,,0.0,0.0,0.0,-0.1,0.0
2025-10-16 16:34:18.665,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632458.665,,0.0055,0.0055,-0.0,0.0,0.011
2025-10-16 16:34:18.741,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632458.741,,-0.0,0.0,-0.0,-0.1,0.0055
2025-10-16 16:34:18.825,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632458.825,,0.0,0.0,0.0,-0.0,0.0
2025-10-16 16:34:18.905,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632458.905,,0.0,-0.0055,-0.1,0.0,0.0055
2025-10-16 16:34:18.985,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632458.985,,0.0055,0.0055,-0.0,0.0,0.011
2025-10-16 16:34:19.073,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.073,,0.0,0.0055,0.1,0.0,0.0055
2025-10-16 16:34:19.169,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.169,,-0.0,-0.0,-0.0,-0.1,0.0055
2025-10-16 16:34:19.273,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.273,,0.0,-0.0,0.0,0.0,0.0055
2025-10-16 16:34:19.369,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.369,,-0.0055,-0.0055,0.0,-0.0,0.0055
2025-10-16 16:34:19.473,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.473,,0.0,0.0,0.0,-0.0,0.0
2025-10-16 16:34:19.569,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.569,,-0.0055,0.0055,-0.0,-0.0,0.0055
2025-10-16 16:34:19.673,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.673,,0.0055,-0.0,-0.1,0.0,0.0055
2025-10-16 16:34:19.769,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.769,,-0.0055,-0.0055,-0.0,-0.2,0.0055
2025-10-16 16:34:19.873,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.873,,0.0,0.0055,-0.0,0.1,0.0055
2025-10-16 16:34:19.977,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632459.977,,0.0,-0.0055,0.0,0.1,0.0055
2025-10-16 16:34:20.076,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.076,,0.0,-0.0055,-0.0,0.1,0.0055
2025-10-16 16:34:20.169,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.169,,-0.0055,-0.0055,-0.0,-0.1,0.0055
2025-10-16 16:34:20.273,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.273,,0.0055,0.0,0.0,-0.0,0.0055
2025-10-16 16:34:20.369,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.369,,0.0,-0.0,-0.0,-0.0,0.0055
2025-10-16 16:34:20.471,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.471,,-0.0,0.0,0.0,0.0,0.0055
2025-10-16 16:34:20.569,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.569,,-0.0,-0.0,0.0,-0.1,0.0055
2025-10-16 16:34:20.669,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.669,,-0.0,-0.0055,0.0,-0.0,0.0055
2025-10-16 16:34:20.777,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.777,,-0.0055,0.0,-0.1,0.0,0.0055
2025-10-16 16:34:20.873,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.873,,0.0055,0.0055,-0.0,-0.0,0.0055
2025-10-16 16:34:20.969,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632460.969,,-0.0,-0.0,0.1,-0.0,0.0
2025-10-16 16:34:21.073,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632461.073,,0.0,0.0055,0.0,0.0,0.0055
2025-10-16 16:34:21.169,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760632461.169,,0.0,-0.0055,-0.0,-0.0,0.0055
2025-10-16 16:34:21.281,100%,10%,-0.72,-0.55,37.7,30.995,-23.032,0.0,Start,1760632461.281,,0.0,-0.0,0.0,0.1,0.0055
2025-10-16 16:34:21.377,100%,20%,-2.17,-1.6800000000000002,37.7,30.995,-23.032,0.0,Start,1760632461.377,,-0.0055,-0.0055,-0.1,-0.0,0.0055
2025-10-16 16:34:21.481,100%,40%,-4.57,-3.5199999999999996,37.7,30.995,-23.032,0.0,Start,1760632461.481,,0.0055,0.0,-0.1,0.1,0.0055
2025-10-16 16:34:21.569,100%,60%,-8.8,-6.78,37.7,30.995,-23.032,0.0,Start,1760632461.569,,-0.0,-0.0,0.1,-0.0,0.0
2025-10-16 16:34:21.682,100%,80%,-15.18,-11.690000000000001,37.7,30.995,-23.032,0.0,Start,1760632461.682,,0.0,-0.0,0.0,-0.0,0.0055
2025-10-16 16:34:21.777,100%,90%,-23.18,-17.849999999999998,37.7,30.995,-23.032,0.0,Start,1760632461.777,,-0.0,-0.0055,-0.0,0.0,0.0055
2025-10-16 16:34:21.873,100%,100%,-32.15,-24.77,37.7,30.995,-23.032,0.0,Start,1760632461.873,,0.0055,-0.0,0.0,-0.0,0.0055
2025-10-16 16:34:21.981,100%,100%,-44.84,-34.54,37.7,30.995,-23.032,0.0,Start,1760632461.981,,-0.0055,-0.0055,0.0,-0.1,0.011
2025-10-16 16:34:22.073,100%,100%,-51.01,-39.29,37.7,30.995,-23.032,0.0,Start,1760632462.073,,0.0,-0.0055,-0.0,0.0,0.0055
2025-10-16 16:34:22.171,100%,110%,-51.28999999999999,-39.51,37.019999999999996,30.995,-23.032,0.0,Start,1760632462.171,,0.0,0.0055,0.0,-0.0,0.0055
2025-10-16 16:34:22.273,100%,110%,-51.28999999999999,-39.51,29.25,30.995,-23.032,0.0,Start,1760632462.273,,0.0,-0.0055,0.0,0.0,0.0055
2025-10-16 16:34:22.377,100%,110%,-51.28999999999999,-39.51,15.82,30.995,-23.032,0.0,Start,1760632462.377,,0.0,0.0,-0.0,0.0,0.0055
2025-10-16 16:34:22.473,100%,110%,-51.28999999999999,-39.51,8.67,30.995,-23.032,0.0,Start,1760632462.473,,0.0,-0.0,-0.0,0.0,0.0055
2025-10-16 16:34:22.577,100%,110%,-51.28999999999999,-39.51,7.5,30.995,-23.032,0.0,Start,1760632462.577,,-0.0055,-0.0,-0.0,-0.0,0.0055
2025-10-16 16:34:22.673,100%,110%,-50.629999999999995,-39.89,7.49,30.995,-23.032,0.0,Start,1760632462.673,,0.0055,-0.0055,-0.0,0.0,0.0055
2025-10-16 16:34:22.781,100%,110%,-48.54,-39.900000000000006,7.49,30.995,-23.032,0.0,Start,1760632462.781,,0.0,0.0,-0.0,0.0,0.0055
2025-10-16 16:34:22.882,100%,110%,-47.77,-39.64,7.49,30.995,-23.032,0.0,Start,1760632462.882,,-0.0,-0.0055,0.0,0.0,0.0055
2025-10-16 16:34:22.969,100%,110%,-46.120000000000005,-39.2,7.49,30.995,-23.032,0.0,Start,1760632462.969,,0.0,0.0055,-0.0,0.1,0.0055
2025-10-16 16:34:23.081,100%,110%,-44.459999999999994,-39.53,7.49,30.995,-23.032,0.0,Start,1760632463.081,,-0.0,0.0055,0.1,0.0,0.0055
2025-10-16 16:34:23.177,100%,110%,-43.64,-39.900000000000006,7.49,30.995,-23.032,0.0,Start,1760632463.177,,-0.0,0.0,0.1,0.0,0.0
2025-10-16 16:34:23.281,100%,110%,-42.0,-39.900000000000006,7.49,30.995,-23.032,0.0,Start,1760632463.281,,-0.0055,-0.0,0.0,-0.0,0.0055
2025-10-16 16:34:23.379,100%,110%,-40.24,-39.900000000000006,7.49,30.995,-23.032,0.0,Start,1760632463.379,,-0.0,0.0055,-0.0,0.0,0.0055
2025-10-16 16:34:23.473,100%,110%,-38.56,-39.900000000000006,7.49,30.995,-23.032,0.0,Start,1760632463.473,,-0.0,-0.0,-0.0,-0.1,0.0055
2025-10-16 16:34:23.577,100%,110%,-37.31,-39.16,7.49,30.995,-23.032,0.0,Start,1760632463.577,,0.0055,0.0,0.0,0.1,0.0055
2025-10-16 16:34:23.673,100%,110%,-37.1,-38.010000000000005,7.49,30.995,-23.032,0.0,Start,1760632463.673,,-0.0,0.0,-0.0,-0.1,0.0055
2025-10-16 16:34:23.777,100%,110%,-37.1,-36.25,7.49,30.995,-23.032,0.0,Start,1760632463.777,,0.0,-0.0,-0.1,-0.0,0.0055
2025-10-16 16:34:23.881,100%,110%,-37.1,-34.489999999999995,7.49,30.995,-23.032,0.0,Start,1760632463.881,,0.0,-0.0,-0.0,0.0,0.0055
2025-10-16 16:34:23.977,100%,110%,-37.1,-32.730000000000004,7.49,30.995,-23.032,0.0,Start,1760632463.977,,0.0055,0.0,-0.0,0.1,0.0055
2025-10-16 16:34:24.081,100%,110%,-37.1,-30.97,7.49,30.995,-23.032,0.0,Start,1760632464.081,,0.0055,0.0,-0.0,0.1,0.0055
2025-10-16 16:34:24.186,100%,110%,-37.1,-28.63,7.49,30.995,-23.032,0.0,Start,1760632464.186,,0.0055,0.0,0.1,-0.0,0.0055
2025-10-16 16:34:24.285,100%,110%,-37.1,-26.869999999999997,7.49,30.995,-23.032,0.0,Start,1760632464.285,,0.0,0.0055,0.1,-0.0,0.0055
2025-10-16 16:34:24.377,100%,110%,-37.1,-25.11,7.49,30.995,-23.032,0.0,Start,1760632464.377,,0.0055,-0.0,0.0,0.0,0.0055
2025-10-16 16:34:24.478,100%,110%,-37.1,-23.36,7.49,30.995,-23.032,0.0,Start,1760632464.478,,0.0,-0.0,-0.0,-0.1,0.0
2025-10-16 16:34:24.585,100%,110%,-36.88,-22.22,7.49,30.995,-23.032,0.0,Start,1760632464.585,,-0.0,-0.0,0.1,0.1,0.0
2025-10-16 16:34:24.673,100%,110%,-35.98,-21.549999999999997,7.49,30.995,-23.032,0.0,Start,1760632464.673,,-0.0,0.0,-0.1,-0.0,0.0055
2025-10-16 16:34:24.777,100%,110%,-34.54,-21.5,7.49,30.995,-23.032,0.0,Start,1760632464.777,,0.0,0.0055,-0.0,-0.0,0.0055
2025-10-16 16:34:24.873,100%,110%,-32.78,-21.5,7.49,30.995,-23.032,0.0,Start,1760632464.873,,-0.0055,0.0,0.0,-0.0,0.0055
2025-10-16 16:34:24.973,100%,110%,-31.09,-21.5,7.49,30.995,-23.032,0.0,Start,1760632464.973,,-0.0055,-0.0,-0.0,-0.0,0.0055
2025-10-16 16:34:25.073,100%,110%,-30.270000000000003,-21.17,7.49,30.995,-23.032,0.0,Start,1760632465.073,,0.0,0.0,0.0,-0.0,0.0055
2025-10-16 16:34:25.177,100%,110%,-30.240000000000002,-21.13,8.02,30.995,-23.032,0.0,Start,1760632465.177,,-0.0,-0.0,0.1,0.0,0.0055
2025-10-16 16:34:25.273,100%,110%,-34.15,-24.540000000000003,8.02,30.995,-23.032,0.0,Start,1760632465.273,,-0.0055,-0.0,0.1,0.0,0.0055
2025-10-16 16:34:25.369,100%,110%,-42.65,-31.97,8.02,30.995,-23.032,0.0,Start,1760632465.369,,0.0,-0.0055,-0.0,0.1,0.0055
2025-10-16 16:34:25.471,100%,110%,-50.129999999999995,-38.5,8.02,30.995,-23.032,0.0,Start,1760632465.471,,-0.0,0.0,-0.1,-0.1,0.0
2025-10-16 16:34:25.585,100%,110%,-51.28999999999999,-39.51,7.92,30.995,-23.032,0.0,Start,1760632465.585,,0.0055,-0.0,0.1,0.1,0.0055
2025-10-16 16:34:25.673,100%,110%,-51.21000000000001,-39.6,7.46,30.995,-23.032,0.0,Start,1760632465.673,,-0.0,-0.0055,0.0,-0.0,0.0055
2025-10-16 16:34:25.769,100%,110%,-50.16,-39.900000000000006,7.46,30.995,-23.032,0.0,Start,1760632465.769,,0.0,-0.0,-0.1,0.0,0.0055
2025-10-16 16:34:25.873,100%,110%,-48.48,-39.900000000000006,7.46,30.995,-23.032,0.0,Start,1760632465.873,,0.0,-0.0055,-0.0,0.0,0.0055
