"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 2","0.29","0.8","2025-10-16 11:44:04.209","100%","110%","-0.31","0.0","6.4","30.995","-23.032","0.0","Start","1760615044.209","","-0.0","-0.0","-0.0","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:04.312","100%","110%","0.0","0.2199999999999999","6.4","30.995","-23.032","0.0","Start","1760615044.312","","-0.0","-0.0","0.1","0.1","0.0"
"Section 2","0.29","0.8","2025-10-16 11:44:04.416","100%","110%","0.0","1.27","6.4","30.995","-23.032","0.0","Start","1760615044.416","","-0.0055","0.0","0.0","-0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:04.504","100%","110%","-0.0","2.31","6.4","30.995","-23.032","0.0","Start","1760615044.504","","-0.0","0.0055","0.0","-0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:04.613","100%","110%","0.0","1.9","6.4","30.995","-23.032","0.0","Start","1760615044.613","","0.0055","0.0055","-0.0","0.0","0.011"
"Section 2","0.29","0.8","2025-10-16 11:44:04.712","100%","110%","0.0","0.8400000000000001","6.4","30.995","-23.032","0.0","Start","1760615044.712","","-0.0","0.0","0.1","-0.0","0.0"
"Section 2","0.29","0.8","2025-10-16 11:44:04.808","100%","110%","0.0","-0.2199999999999999","6.4","30.995","-23.032","0.0","Start","1760615044.808","","-0.0","-0.0055","0.0","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:04.907","100%","110%","0.01","-1.27","6.4","30.995","-23.032","0.0","Start","1760615044.907","","-0.011","0.0055","-0.0","-0.1","0.011"
"Section 2","0.29","0.8","2025-10-16 11:44:05.008","100%","110%","0.06","-2.31","6.4","30.995","-23.032","0.0","Start","1760615045.008","","0.0","-0.0055","0.1","0.1","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:05.112","100%","110%","0.0","-2.47","6.4","30.995","-23.032","0.0","Start","1760615045.112","","0.0","0.0","-0.0","-0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:05.218","100%","110%","0.0","-1.58","6.4","30.995","-23.032","0.0","Start","1760615045.218","","-0.0055","-0.0","0.0","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:05.316","100%","110%","0.0","-0.17","6.4","30.995","-23.032","0.0","Start","1760615045.316","","-0.0","0.0055","-0.1","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:05.412","100%","110%","-0.18","0.8599999999999999","6.4","30.995","-23.032","0.0","Start","1760615045.412","","-0.0055","0.0","-0.0","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:05.512","100%","110%","-0.81","1.7000000000000002","6.4","30.995","-23.032","0.0","Start","1760615045.512","","-0.0275","-0.022","0.2","0.3","0.033"
"Section 2","0.29","0.8","2025-10-16 11:44:05.608","100%","110%","-1.75","2.15","6.4","30.995","-23.032","0.0","Start","1760615045.608","","0.011","-0.0055","-0.6","-0.8","0.011"
"Section 2","0.29","0.8","2025-10-16 11:44:05.704","100%","110%","-2.2","2.2","6.51","30.995","-23.032","0.0","Start","1760615045.704","","0.055","0.077","0.5","1.0","0.0935"
"Section 2","0.29","0.8","2025-10-16 11:44:06.717","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760615046.717","","-0.0055","0.0","0.0","-0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:06.812","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Start","1760615046.812","","0.0","-0.0","-0.0","0.0","0.0"
"Section 2","0.29","0.8","2025-10-16 11:44:06.902","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","Pause","1760615046.902","","0.0055","-0.0","-0.1","-0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:07.002","100%","110%","-2.2","2.2","0.03","30.995","-23.032","0.0","End","1760615047.002","","0.0","0.0","-0.1","0.0","0.0055"
