"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 2","0.29","0.8","2025-10-16 11:44:01.116","100%","110%","-2.4","0.4599999999999999","6.4","30.995","-23.032","0.0","Start","1760615041.116","","-0.0","-0.0","-0.0","0.0","0.0"
"Section 2","0.29","0.8","2025-10-16 11:44:01.208","100%","110%","-2.4","1.52","6.4","30.995","-23.032","0.0","Start","1760615041.208","","0.0055","0.0055","-0.0","0.1","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:02.314","100%","110%","2.4","2.02","6.4","30.995","-23.032","0.0","Start","1760615042.314","","-0.0055","-0.0","0.0","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:02.410","100%","110%","2.4","0.96","6.4","30.995","-23.032","0.0","Start","1760615042.41","","0.0","0.0","0.1","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:02.520","100%","110%","2.4","-0.09","6.4","30.995","-23.032","0.0","Start","1760615042.52","","-0.0","-0.0","0.0","0.0","0.0"
"Section 2","0.29","0.8","2025-10-16 11:44:02.618","100%","110%","2.41","-1.15","6.4","30.995","-23.032","0.0","Start","1760615042.618","","-0.0","-0.0055","0.0","-0.1","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:02.712","100%","110%","2.46","-2.21","6.4","30.995","-23.032","0.0","Start","1760615042.712","","-0.0","-0.0","-0.1","0.0","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:03.808","100%","110%","-2.4","-1.93","6.4","30.995","-23.032","0.0","Start","1760615043.808","","0.0","0.0","-0.0","-0.1","0.0"
"Section 2","0.29","0.8","2025-10-16 11:44:03.904","100%","110%","-2.4","-0.8799999999999999","6.4","30.995","-23.032","0.0","Start","1760615043.904","","-0.0","0.0055","0.0","-0.1","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:04.008","100%","110%","-2.33","0.0","6.4","30.995","-23.032","0.0","Start","1760615044.008","","-0.0055","-0.0","0.0","-0.1","0.0055"
"Section 2","0.29","0.8","2025-10-16 11:44:04.104","100%","110%","-1.36","0.0","6.4","30.995","-23.032","0.0","Start","1760615044.104","","-0.0","-0.0055","0.0","-0.0","0.0055"
