Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,CH1,CH2,BendingX,BendingY,Torque
2025-10-16 11:50:07.402,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615407.402,,-0.0055,-0.0,-0.0,-0.1,0.0055
2025-10-16 11:50:07.506,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615407.506,,-0.0055,-0.0,-0.0,-0.1,0.0055
2025-10-16 11:50:07.623,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615407.623,,0.0055,-0.0,-0.1,0.1,0.0055
2025-10-16 11:50:07.706,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615407.706,,0.0,0.0,0.1,0.1,0.0055
2025-10-16 11:50:07.786,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615407.786,,-0.0,0.0,0.1,0.1,0.0
2025-10-16 11:50:07.866,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615407.866,,-0.0055,-0.0,0.0,0.0,0.0055
2025-10-16 11:50:07.962,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615407.962,,0.0,0.0,0.1,-0.0,0.0
2025-10-16 11:50:08.070,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.07,,-0.0,0.0,-0.0,0.0,0.0
2025-10-16 11:50:08.166,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.166,,0.0,-0.0,-0.0,0.0,0.0055
2025-10-16 11:50:08.262,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.262,,0.0055,0.0,-0.1,0.1,0.0055
2025-10-16 11:50:08.362,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.362,,0.011,-0.0,-0.0,0.1,0.011
2025-10-16 11:50:08.468,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.468,,0.0,0.0,-0.0,-0.2,0.0
2025-10-16 11:50:08.567,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.567,,-0.0,-0.0,-0.1,0.0,0.0055
2025-10-16 11:50:08.662,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.662,,0.0055,-0.0,0.0,0.1,0.0055
2025-10-16 11:50:08.764,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.764,,-0.0,0.0,0.0,0.0,0.0055
2025-10-16 11:50:08.866,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.866,,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 11:50:08.963,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615408.963,,0.0,0.0055,-0.0,0.1,0.0055
2025-10-16 11:50:09.062,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615409.062,,0.0,0.0055,-0.0,0.1,0.0055
2025-10-16 11:50:09.162,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615409.162,,0.0,0.0055,-0.1,0.0,0.0055
2025-10-16 11:50:09.262,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615409.262,,0.0055,0.0,-0.1,0.1,0.0055
2025-10-16 11:50:09.370,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615409.37,,0.0055,0.0,0.0,-0.0,0.0055
2025-10-16 11:50:09.462,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615409.462,,-0.0,0.011,-0.0,-0.0,0.011
2025-10-16 11:50:09.562,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615409.562,,0.0055,0.0,0.0,-0.0,0.0055
2025-10-16 11:50:09.662,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760615409.662,,0.0,-0.0,-0.0,-0.0,0.0055
