"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 1","0.292","0.8","2025-10-16 12:04:40.463","100%","110%","29.51","-1.54","5.869999999999999","30.995","-23.032","0.0","Start","1760616280.463","","-0.0","0.0","0.1","-0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:04:40.567","100%","110%","30.44","-2.15","5.869999999999999","30.995","-23.032","0.0","Start","1760616280.567","","0.0","-0.0","0.0","-0.1","0.0"
"Section 1","0.292","0.8","2025-10-16 12:04:49.272","100%","110%","30.06","-1.7799999999999998","5.84","30.995","-23.032","0.0","Start","1760616289.272","","0.0055","0.0","-0.1","0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:04:57.959","100%","110%","29.62","-1.56","5.81","30.995","-23.032","0.0","Start","1760616297.959","","0.0055","0.0","0.0","-0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:04:58.065","100%","110%","30.5","-2.26","5.81","30.995","-23.032","0.0","Start","1760616298.065","","-0.0055","0.0","-0.0","-0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:05:06.759","100%","110%","30.16","-1.85","5.779999999999999","30.995","-23.032","0.0","Start","1760616306.759","","0.0055","-0.0","0.1","0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:05:15.463","100%","110%","29.74","-1.6","5.75","30.995","-23.032","0.0","Start","1760616315.463","","0.0","0.0055","-0.0","0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:05:15.559","100%","110%","30.56","-2.38","5.75","30.995","-23.032","0.0","Start","1760616315.559","","-0.0055","0.0055","-0.1","-0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:05:24.265","100%","110%","30.3","-1.98","5.72","30.995","-23.032","0.0","Start","1760616324.265","","-0.0","-0.0055","0.0","-0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:05:32.965","100%","110%","29.89","-1.6700000000000002","5.69","30.995","-23.032","0.0","Start","1760616332.965","","-0.0","-0.0","-0.0","-0.1","0.0"
"Section 1","0.292","0.8","2025-10-16 12:05:41.760","100%","110%","30.4","-2.11","5.659999999999999","30.995","-23.032","0.0","Start","1760616341.76","","0.011","0.0","-0.6","0.1","0.011"
"Section 1","0.292","0.8","2025-10-16 12:05:50.465","100%","110%","30.0","-1.7399999999999998","5.629999999999999","30.995","-23.032","0.0","Start","1760616350.465","","-0.0055","0.0165","0.0","-0.4","0.0165"
"Section 1","0.292","0.8","2025-10-16 12:05:59.169","100%","110%","29.56","-1.55","5.6000000000000005","30.995","-23.032","0.0","Start","1760616359.169","","0.0","0.0","0.0","0.1","0.0"
"Section 1","0.292","0.8","2025-10-16 12:05:59.265","100%","110%","30.46","-2.2","5.6000000000000005","30.995","-23.032","0.0","Start","1760616359.265","","0.0165","0.0","-0.6","-0.0","0.0165"
"Section 1","0.292","0.8","2025-10-16 12:06:52.474","100%","110%","30.75","-2.31","5.6000000000000005","30.995","-23.032","0.0","Start","1760616412.474","","0.0055","-0.0","0.1","0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:06:52.562","100%","110%","29.62","-1.36","5.6000000000000005","30.995","-23.032","0.0","Start","1760616412.562","","-0.0","0.0055","0.1","0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:01.066","100%","110%","31.62","-1.4","5.6000000000000005","30.995","-23.032","0.0","Start","1760616421.066","","0.011","-0.033","0.0","1.3","0.0385"
"Section 1","0.292","0.8","2025-10-16 12:07:01.171","100%","110%","30.37","-0.35","5.6000000000000005","30.995","-23.032","0.0","Start","1760616421.171","","-0.0055","0.0055","-0.0","-0.2","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:05.362","100%","110%","33.14","-1.86","5.6000000000000005","30.995","-23.032","0.0","Start","1760616425.362","","-0.0275","-0.011","1.0","-0.3","0.0275"
"Section 1","0.292","0.8","2025-10-16 12:07:05.474","100%","110%","31.9","0.08","5.6000000000000005","30.995","-23.032","0.0","Start","1760616425.474","","-0.0055","0.0055","-0.0","0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:05.562","100%","110%","30.92","0.72","5.6000000000000005","30.995","-23.032","0.0","Start","1760616425.562","","0.0055","0.0","-0.0","-0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:05.666","100%","110%","30.4","1.64","5.6000000000000005","30.995","-23.032","0.0","Start","1760616425.666","","-0.0","-0.0","-0.0","0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:08.162","100%","110%","34.5","1.65","5.6000000000000005","30.995","-23.032","0.0","Start","1760616428.162","","0.011","-0.0495","0.3","1.6","0.0495"
"Section 1","0.292","0.8","2025-10-16 12:07:08.274","100%","110%","34.5","-0.1099999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760616428.274","","-0.0055","0.0055","0.0","-0.1","0.011"
"Section 1","0.292","0.8","2025-10-16 12:07:08.363","100%","110%","34.5","-1.87","5.6000000000000005","30.995","-23.032","0.0","Start","1760616428.363","","0.011","-0.044","0.2","1.4","0.044"
"Section 1","0.292","0.8","2025-10-16 12:07:08.962","100%","110%","34.35","-1.75","5.6000000000000005","30.995","-23.032","0.0","Start","1760616428.962","","-0.0055","0.0","0.0","-0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:09.067","100%","110%","33.660000000000004","-0.14","5.6000000000000005","30.995","-23.032","0.0","Start","1760616429.067","","0.0055","0.0","-0.1","0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:09.162","100%","110%","32.49","1.16","5.6000000000000005","30.995","-23.032","0.0","Start","1760616429.162","","-0.0","0.0","-0.1","-0.0","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:09.266","100%","110%","31.6","1.75","5.6000000000000005","30.995","-23.032","0.0","Start","1760616429.266","","0.0055","-0.0","0.1","0.1","0.0055"
"Section 1","0.292","0.8","2025-10-16 12:07:11.466","100%","110%","33.25","2.08","5.6000000000000005","30.995","-23.032","0.0","Start","1760616431.466","","-0.0","-0.0055","0.0","-0.1","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:34.171","100%","110%","-32.62","2.2","5.6000000000000005","30.995","-23.032","0.0","Start","1760616454.171","","-0.0165","0.0055","0.1","-0.4","0.0165"
"Section 3","0.241","0.8","2025-10-16 12:07:34.275","100%","110%","-30.8","0.78","5.6000000000000005","30.995","-23.032","0.0","Start","1760616454.275","","-0.0055","-0.0","-0.1","0.0","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:34.364","100%","110%","-30.4","0.62","5.6000000000000005","30.995","-23.032","0.0","Start","1760616454.364","","-0.0","-0.0055","-0.1","0.0","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:34.468","100%","110%","-30.4","-1.39","5.6000000000000005","30.995","-23.032","0.0","Start","1760616454.468","","-0.0055","0.0055","0.0","-0.0","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:36.967","100%","110%","-34.5","-1.02","5.6000000000000005","30.995","-23.032","0.0","Start","1760616456.967","","0.0055","-0.0","-0.0","0.0","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:37.067","100%","110%","-34.5","0.74","5.6000000000000005","30.995","-23.032","0.0","Start","1760616457.067","","0.0055","0.0055","-0.0","0.0","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:37.176","100%","110%","-34.5","2.5","5.6000000000000005","30.995","-23.032","0.0","Start","1760616457.176","","0.0055","0.0","-0.0","0.0","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:38.268","100%","110%","-34.12","2.41","5.6000000000000005","30.995","-23.032","0.0","Start","1760616458.268","","-0.0055","-0.0055","0.0","0.1","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:38.363","100%","110%","-33.15","0.96","5.6000000000000005","30.995","-23.032","0.0","Start","1760616458.363","","0.0","-0.0055","0.1","0.0","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:38.459","100%","110%","-31.8","-0.07","5.6000000000000005","30.995","-23.032","0.0","Start","1760616458.459","","0.0","-0.0","-0.0","-0.1","0.0"
"Section 3","0.241","0.8","2025-10-16 12:07:38.567","100%","110%","-31.6","-1.31","5.6000000000000005","30.995","-23.032","0.0","Start","1760616458.567","","0.0","0.0","0.0","0.1","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:40.963","100%","110%","-33.3","-2.24","5.6000000000000005","30.995","-23.032","0.0","Start","1760616460.963","","-0.0055","0.0055","0.0","-0.1","0.0055"
"Section 3","0.241","0.8","2025-10-16 12:07:41.068","100%","110%","-33.3","-0.63","5.6000000000000005","30.995","-23.032","0.0","Start","1760616461.068","","0.0","0.0","0.1","-0.0","0.0"
"Section 3","0.241","0.8","2025-10-16 12:07:41.168","100%","110%","-32.879999999999995","-0.8200000000000001","5.6000000000000005","30.995","-23.032","0.0","Start","1760616461.168","","0.0","-0.0","0.1","-0.0","0.0"
"Section 3","0.241","0.8","2025-10-16 12:07:41.269","100%","110%","-32.8","-1.6900000000000002","5.6000000000000005","30.995","-23.032","0.0","Start","1760616461.269","","0.0055","-0.0","0.0","0.1","0.0055"
