Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,CH1,CH2,BendingX,BendingY,Torque
2025-10-16 15:51:16.348,100%,0%,0.0,0.0,41.660000000000004,30.995,-23.032,0.0,Start,1760629876.348,,0.0,-0.0,0.0,-0.0,0.0055
2025-10-16 15:51:16.540,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629876.54,,-0.0,0.0055,-0.0,0.0,0.0055
2025-10-16 15:51:16.636,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629876.636,,0.0055,0.0055,0.0,0.0,0.0055
2025-10-16 15:51:16.716,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629876.716,,0.0,-0.0,0.1,0.0,0.0
2025-10-16 15:51:16.796,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629876.796,,0.0055,0.0055,-0.0,0.1,0.0055
2025-10-16 15:51:16.876,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629876.876,,0.0,0.0055,-0.1,0.0,0.0055
2025-10-16 15:51:16.956,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629876.956,,-0.0,0.0,0.0,0.0,0.0055
2025-10-16 15:51:17.050,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629877.05,,-0.0,0.0055,-0.0,-0.0,0.0055
2025-10-16 15:51:17.148,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629877.148,,0.0,-0.0,0.0,0.1,0.0
2025-10-16 15:51:17.244,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629877.244,,0.0055,0.0,-0.0,0.0,0.0055
2025-10-16 15:51:17.348,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760629877.348,,0.0,-0.0055,-0.1,0.0,0.0055
2025-10-16 15:51:17.460,100%,10%,-0.38,-0.29000000000000004,37.7,30.995,-23.032,0.0,Start,1760629877.46,,-0.0,0.0055,-0.0,-0.1,0.0055
2025-10-16 15:51:17.548,100%,10%,-1.3900000000000001,-1.07,37.7,30.995,-23.032,0.0,Start,1760629877.548,,-0.0,-0.0055,-0.0,0.1,0.0055
2025-10-16 15:51:17.660,100%,10%,-2.74,-2.11,37.7,30.995,-23.032,0.0,Start,1760629877.66,,-0.0055,-0.0,-0.1,-0.1,0.0055
2025-10-16 15:51:17.756,100%,20%,-4.46,-3.43,37.7,30.995,-23.032,0.0,Start,1760629877.756,,0.0,0.0055,-0.0,0.0,0.0055
2025-10-16 15:51:17.852,100%,20%,-6.48,-4.99,37.7,30.995,-23.032,0.0,Start,1760629877.852,,0.0,-0.0,0.1,0.0,0.0
2025-10-16 15:51:17.952,100%,20%,-8.51,-6.5600000000000005,37.7,30.995,-23.032,0.0,Start,1760629877.952,,0.0,-0.0055,0.0,-0.0,0.0055
2025-10-16 15:51:18.052,100%,20%,-10.540000000000001,-8.120000000000001,37.7,30.995,-23.032,0.0,Start,1760629878.052,,0.0,0.0,0.0,0.1,0.0
2025-10-16 15:51:18.156,100%,20%,-12.569999999999999,-9.68,37.7,30.995,-23.032,0.0,Start,1760629878.156,,0.0,0.0055,-0.0,0.1,0.0055
2025-10-16 15:51:18.260,100%,20%,-14.6,-11.240000000000002,37.7,30.995,-23.032,0.0,Start,1760629878.26,,-0.0,-0.0055,-0.0,-0.0,0.0055
