"section","Ra_Measured","Ra_Tolerance","Time","Spindle_Override","Feed_Override","Offset_X","Offset_Y","Offset_Z","G54_X","G54_Y","G54_Z","Status","TimeInSeconds","NC_Line","CH1","CH2","BendingX","BendingY","Torque"
"Section 1","0.324","0.8","2025-10-16 16:04:22.951","100%","120%","30.35","-2.05","6.02","30.995","-23.032","0.0","Start","1760630662.951","","0.0055","0.0055","-0.0","-0.2","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:04:31.151","100%","120%","29.91","-1.6800000000000002","5.99","30.995","-23.032","0.0","Start","1760630671.151","","0.0055","-0.0","0.0","0.0","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:04:39.455","100%","120%","30.14","-1.83","5.96","30.995","-23.032","0.0","Start","1760630679.455","","0.0","0.0","0.0","0.1","0.0"
"Section 1","0.324","0.8","2025-10-16 16:04:47.755","100%","120%","30.5","-2.26","5.93","30.995","-23.032","0.0","Start","1760630687.755","","0.0055","0.0055","-0.0","-0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:04:56.047","100%","120%","30.58","-2.41","5.9","30.995","-23.032","0.0","Start","1760630696.047","","-0.011","-0.0","0.0","0.0","0.011"
"Section 1","0.324","0.8","2025-10-16 16:05:04.248","100%","120%","29.94","-1.7000000000000002","5.869999999999999","30.995","-23.032","0.0","Start","1760630704.248","","0.011","0.011","-0.0","-0.0","0.0165"
"Section 1","0.324","0.8","2025-10-16 16:05:12.552","100%","120%","30.1","-1.7999999999999998","5.84","30.995","-23.032","0.0","Start","1760630712.552","","0.0","0.0","-0.1","-0.0","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:05:20.848","100%","120%","30.49","-2.24","5.81","30.995","-23.032","0.0","Start","1760630720.848","","0.0055","-0.0","-0.0","0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:05:29.062","100%","120%","29.77","-1.62","5.779999999999999","30.995","-23.032","0.0","Start","1760630729.062","","-0.0","-0.0055","0.0","0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:05:29.161","100%","120%","30.58","-2.41","5.779999999999999","30.995","-23.032","0.0","Start","1760630729.161","","0.0","-0.011","0.1","0.1","0.011"
"Section 1","0.324","0.8","2025-10-16 16:05:37.354","100%","120%","29.950000000000003","-1.7100000000000002","5.75","30.995","-23.032","0.0","Start","1760630737.354","","0.0","-0.0055","-0.0","0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:05:45.653","100%","120%","30.42","-2.13","5.72","30.995","-23.032","0.0","Start","1760630745.653","","0.0","-0.0","-0.1","-0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:05:53.849","100%","120%","29.64","-1.57","5.69","30.995","-23.032","0.0","Start","1760630753.849","","0.0055","0.0","-0.0","0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:05:53.945","100%","120%","30.51","-2.28","5.69","30.995","-23.032","0.0","Start","1760630753.945","","0.0055","-0.0","0.0","0.2","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:06:02.160","100%","120%","30.1","-1.7999999999999998","5.659999999999999","30.995","-23.032","0.0","Start","1760630762.16","","0.0055","0.0055","-0.2","-0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:06:10.449","100%","120%","30.25","-1.93","5.629999999999999","30.995","-23.032","0.0","Start","1760630770.449","","0.011","-0.011","-0.2","0.6","0.0165"
"Section 1","0.324","0.8","2025-10-16 16:06:18.745","100%","120%","30.38","-2.08","5.6000000000000005","30.995","-23.032","0.0","Start","1760630778.745","","0.011","-0.0","-0.6","0.1","0.011"
"Section 1","0.324","0.8","2025-10-16 16:07:09.358","100%","120%","30.7","-2.2","5.6000000000000005","30.995","-23.032","0.0","Start","1760630829.358","","-0.0055","-0.0055","0.1","-0.0","0.011"
"Section 1","0.324","0.8","2025-10-16 16:07:09.451","100%","120%","29.62","-1.36","5.6000000000000005","30.995","-23.032","0.0","Start","1760630829.451","","-0.0055","-0.0","-0.0","-0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:07:17.459","100%","120%","31.200000000000003","-0.8999999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760630837.459","","0.0165","-0.033","-0.6","1.0","0.0385"
"Section 1","0.324","0.8","2025-10-16 16:07:17.546","100%","120%","30.26","-0.31","5.6000000000000005","30.995","-23.032","0.0","Start","1760630837.546","","0.0055","0.0055","-0.0","-0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:07:21.451","100%","120%","33.17","-2.0","5.6000000000000005","30.995","-23.032","0.0","Start","1760630841.451","","0.0275","0.011","-0.9","-0.1","0.033"
"Section 1","0.324","0.8","2025-10-16 16:07:21.555","100%","120%","31.87","0.1099999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760630841.555","","-0.0055","-0.0055","0.1","-0.0","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:07:21.643","100%","120%","30.8","0.77","5.6000000000000005","30.995","-23.032","0.0","Start","1760630841.643","","0.0055","0.0055","-0.1","-0.0","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:07:21.747","100%","120%","30.4","1.88","5.6000000000000005","30.995","-23.032","0.0","Start","1760630841.747","","0.0055","-0.0","-0.1","0.0","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:07:24.051","100%","120%","34.5","1.81","5.6000000000000005","30.995","-23.032","0.0","Start","1760630844.051","","-0.022","0.0055","0.9","-0.5","0.022"
"Section 1","0.324","0.8","2025-10-16 16:07:24.147","100%","120%","34.5","-0.1099999999999999","5.6000000000000005","30.995","-23.032","0.0","Start","1760630844.147","","0.0055","-0.0165","-0.0","0.4","0.0165"
"Section 1","0.324","0.8","2025-10-16 16:07:24.251","100%","120%","34.5","-2.03","5.6000000000000005","30.995","-23.032","0.0","Start","1760630844.251","","-0.044","-0.0055","1.3","-0.6","0.044"
"Section 1","0.324","0.8","2025-10-16 16:07:24.852","100%","120%","34.01","-0.79","5.6000000000000005","30.995","-23.032","0.0","Start","1760630844.852","","-0.0","-0.0055","0.1","0.0","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:07:24.948","100%","120%","32.92","0.77","5.6000000000000005","30.995","-23.032","0.0","Start","1760630844.948","","-0.0055","-0.0055","0.0","-0.1","0.011"
"Section 1","0.324","0.8","2025-10-16 16:07:25.056","100%","120%","31.64","1.7100000000000002","5.6000000000000005","30.995","-23.032","0.0","Start","1760630845.056","","0.0055","-0.0","-0.0","0.1","0.0055"
"Section 1","0.324","0.8","2025-10-16 16:07:27.153","100%","120%","33.0","2.27","5.6000000000000005","30.995","-23.032","0.0","Start","1760630847.153","","0.0","0.0","0.0","0.1","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:44.348","100%","120%","-30.69","2.05","5.6000000000000005","30.995","-23.032","0.0","Start","1760630864.348","","-0.0055","0.0","0.7","-0.1","0.011"
"Section 3","0.403","0.8","2025-10-16 16:07:48.548","100%","120%","-32.65","2.24","5.6000000000000005","30.995","-23.032","0.0","Start","1760630868.548","","-0.0","0.0055","-0.2","-0.1","0.0165"
"Section 3","0.403","0.8","2025-10-16 16:07:48.644","100%","120%","-31.22","0.98","5.6000000000000005","30.995","-23.032","0.0","Start","1760630868.644","","-0.011","-0.0","0.1","-0.2","0.011"
"Section 3","0.403","0.8","2025-10-16 16:07:48.748","100%","120%","-30.4","0.5800000000000001","5.6000000000000005","30.995","-23.032","0.0","Start","1760630868.748","","-0.0","0.0","-0.0","0.1","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:48.845","100%","120%","-30.4","-1.1","5.6000000000000005","30.995","-23.032","0.0","Start","1760630868.845","","-0.011","-0.0055","0.0","-0.1","0.011"
"Section 3","0.403","0.8","2025-10-16 16:07:51.148","100%","120%","-34.5","-1.7799999999999998","5.6000000000000005","30.995","-23.032","0.0","Start","1760630871.148","","0.0","-0.0","-0.0","0.0","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:51.244","100%","120%","-34.5","0.14","5.6000000000000005","30.995","-23.032","0.0","Start","1760630871.244","","-0.0","0.0055","0.0","0.1","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:52.452","100%","120%","-33.4","1.25","5.6000000000000005","30.995","-23.032","0.0","Start","1760630872.452","","0.0055","0.0055","-0.1","0.1","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:52.552","100%","120%","-31.96","0.02","5.6000000000000005","30.995","-23.032","0.0","Start","1760630872.552","","0.0055","0.0","-0.0","0.1","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:52.644","100%","120%","-31.6","-0.53","5.6000000000000005","30.995","-23.032","0.0","Start","1760630872.644","","0.0","0.0","0.0","-0.0","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:52.748","100%","120%","-31.6","-2.42","5.6000000000000005","30.995","-23.032","0.0","Start","1760630872.748","","-0.0055","-0.0055","0.0","-0.0","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:54.949","100%","120%","-33.3","-2.41","5.6000000000000005","30.995","-23.032","0.0","Start","1760630874.949","","0.011","0.0","-0.0","0.0","0.011"
"Section 3","0.403","0.8","2025-10-16 16:07:55.044","100%","120%","-33.3","-0.65","5.6000000000000005","30.995","-23.032","0.0","Start","1760630875.044","","-0.0055","0.0","-0.0","-0.1","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:55.148","100%","120%","-32.879999999999995","-0.8200000000000001","5.6000000000000005","30.995","-23.032","0.0","Start","1760630875.148","","0.0055","-0.0055","-0.0","0.1","0.0055"
"Section 3","0.403","0.8","2025-10-16 16:07:55.252","100%","120%","-32.8","-2.38","5.6000000000000005","30.995","-23.032","0.0","Start","1760630875.252","","-0.0055","-0.011","0.1","0.1","0.011"
