Time,Spindle_Override,Feed_Override,Offset_X,Offset_Y,Offset_Z,G54_X,G54_Y,G54_Z,Status,TimeInSeconds,NC_Line,CH1,CH2,BendingX,BendingY,Torque
2025-10-16 14:52:19.509,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626339.509,,0.0055,0.0055,0.1,0.1,0.011
2025-10-16 14:52:19.637,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626339.637,,0.0,0.0,-0.1,-0.0,0.0055
2025-10-16 14:52:19.717,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626339.717,,-0.0,0.0,0.0,0.0,0.0
2025-10-16 14:52:19.803,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626339.803,,-0.0055,-0.0,0.0,-0.1,0.0055
2025-10-16 14:52:19.885,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626339.885,,-0.0,0.0,0.0,0.0,0.0055
2025-10-16 14:52:19.977,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626339.977,,0.0055,0.0,-0.0,0.0,0.0055
2025-10-16 14:52:20.069,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.069,,-0.0,-0.0,-0.0,-0.0,0.0055
2025-10-16 14:52:20.173,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.173,,-0.0,0.0,-0.0,0.0,0.0
2025-10-16 14:52:20.269,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.269,,-0.0,-0.0,-0.0,-0.1,0.0
2025-10-16 14:52:20.373,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.373,,0.0,0.0,0.0,0.1,0.0055
2025-10-16 14:52:20.469,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.469,,0.0,0.0055,-0.1,0.0,0.0055
2025-10-16 14:52:20.569,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.569,,-0.0055,-0.0,0.0,0.0,0.0055
2025-10-16 14:52:20.669,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.669,,0.0,-0.0,-0.1,-0.1,0.0055
2025-10-16 14:52:20.773,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.773,,-0.0,-0.0,-0.1,-0.0,0.0
2025-10-16 14:52:20.873,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.873,,0.0,-0.0,0.0,-0.1,0.0
2025-10-16 14:52:20.973,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626340.973,,0.0,0.0,-0.1,-0.0,0.0
2025-10-16 14:52:21.069,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.069,,0.0,0.0,-0.0,-0.0,0.0
2025-10-16 14:52:21.171,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.171,,-0.0,-0.0,-0.1,-0.1,0.0055
2025-10-16 14:52:21.269,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.269,,-0.0055,-0.0,0.0,-0.1,0.0055
2025-10-16 14:52:21.371,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.371,,-0.0,0.0,-0.1,0.0,0.0
2025-10-16 14:52:21.469,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.469,,-0.0055,-0.0055,-0.1,-0.0,0.0055
2025-10-16 14:52:21.572,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.572,,0.0055,0.0,0.0,0.0,0.0055
2025-10-16 14:52:21.677,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.677,,-0.0,-0.0,0.0,0.0,0.0055
2025-10-16 14:52:21.769,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.769,,-0.0055,-0.0055,0.0,0.1,0.0055
2025-10-16 14:52:21.877,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.877,,-0.0,-0.0,0.1,0.0,0.0
2025-10-16 14:52:21.973,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626341.973,,-0.0055,-0.0,0.1,-0.1,0.0055
2025-10-16 14:52:22.071,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.071,,0.0055,0.0055,-0.0,-0.0,0.0055
2025-10-16 14:52:22.171,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.171,,0.0055,-0.0,0.1,0.1,0.0055
2025-10-16 14:52:22.269,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.269,,-0.0,-0.0,0.0,0.0,0.0055
2025-10-16 14:52:22.373,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.373,,0.0,0.0,0.1,0.0,0.0055
2025-10-16 14:52:22.469,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.469,,0.0,0.0,-0.0,-0.0,0.0055
2025-10-16 14:52:22.573,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.573,,-0.0,0.0,-0.0,-0.0,0.0
2025-10-16 14:52:22.669,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.669,,-0.0,-0.0,0.0,0.0,0.0055
2025-10-16 14:52:22.769,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.769,,-0.0,0.0,-0.0,-0.0,0.0
2025-10-16 14:52:22.869,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.869,,-0.0055,-0.0,-0.0,-0.0,0.0055
2025-10-16 14:52:22.969,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626342.969,,-0.0055,-0.0055,-0.1,-0.1,0.0055
2025-10-16 14:52:23.069,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.069,,0.0055,-0.0,-0.0,-0.1,0.0055
2025-10-16 14:52:23.169,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.169,,0.0,0.0,-0.1,-0.0,0.0
2025-10-16 14:52:23.269,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.269,,0.0,0.0,-0.0,-0.0,0.0
2025-10-16 14:52:23.373,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.373,,0.0,0.0,0.0,-0.0,0.0055
2025-10-16 14:52:23.469,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.469,,0.0,0.0,-0.0,0.1,0.0
2025-10-16 14:52:23.571,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.571,,0.0,0.0,0.0,0.0,0.0
2025-10-16 14:52:23.677,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.677,,-0.0055,-0.0055,-0.0,0.0,0.0055
2025-10-16 14:52:23.773,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.773,,-0.0055,-0.0055,-0.0,-0.1,0.0055
2025-10-16 14:52:23.869,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.869,,0.0055,0.0,-0.1,-0.0,0.0055
2025-10-16 14:52:23.973,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626343.973,,-0.0,-0.0,0.0,0.1,0.0055
2025-10-16 14:52:24.069,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.069,,-0.0055,-0.0,-0.1,0.0,0.0055
2025-10-16 14:52:24.173,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.173,,0.0055,-0.0,-0.1,0.0,0.0055
2025-10-16 14:52:24.269,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.269,,0.0,0.0055,0.1,0.0,0.0055
2025-10-16 14:52:24.369,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.369,,-0.0055,-0.0,0.1,0.1,0.0055
2025-10-16 14:52:24.469,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.469,,0.0,-0.0,-0.0,-0.0,0.0055
2025-10-16 14:52:24.573,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.573,,-0.0,-0.0,-0.0,0.0,0.0
2025-10-16 14:52:24.679,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.679,,-0.0,0.0,0.1,0.0,0.0055
2025-10-16 14:52:24.769,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.769,,0.0,-0.0055,0.0,-0.0,0.0055
2025-10-16 14:52:24.873,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.873,,-0.0055,-0.0055,-0.0,-0.1,0.0055
2025-10-16 14:52:24.971,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626344.971,,0.0,0.0,0.0,0.0,0.0055
2025-10-16 14:52:25.069,100%,0%,0.0,0.0,37.7,30.995,-23.032,0.0,Start,1760626345.069,,-0.0,0.0,-0.0,-0.1,0.0
